_id,sku_id,sku_name,department,category,subcategory,brand,usual_monthly_sales,current_stock,safety_stock,reorder_point,warehouse,lead_time_days,unit,unit_price,currency,is_active
OID00000165,SKU00165,Aashirvaad Urad Dal Family Pack,Pulses,Dal,Staples,Aashirvaad,5770,4327,1843,2075,WH-HYD-S03,5,kg,100,INR,True
OID00000166,SKU00166,Heritage Lassi 500g,Dairy,Milk,Fresh Milk,Heritage,2136,4340,585,1096,WH-BLR-S02,8,packet,56,INR,True
OID00000167,SKU00167,Surf Excel Detergent 200g,Home Care,Cleaning,Household,Surf Excel,6883,5944,3073,3438,WH-CBE-S01,5,bottle,467,INR,True
OID00000168,SKU00168,Organic Tattva Chana Dal 500g,Pulses,Dal,Staples,Organic Tattva,6600,3769,2190,3467,WH-HYD-S03,2,kg,175,INR,True
OID00000169,SKU00169,Pears Face Wash 500g,Personal Care,Bath & Body,Personal Care,Pears,6691,4458,2410,3713,WH-CHE-S04,9,piece,86,INR,True
OID00000170,SKU00170,Lux Body Lotion Family Pack,Personal Care,Bath & Body,Personal Care,Lux,1648,2443,465,1026,WH-HYD-S03,2,piece,286,INR,True
OID00000171,SKU00171,Pears Face Wash Family Pack,Personal Care,Bath & Body,Personal Care,Pears,5420,3257,1683,2875,WH-BLR-S02,10,piece,624,INR,True
OID00000172,SKU00172,Vim Dishwash Liquid 100g,Home Care,Cleaning,Household,Vim,4917,1759,1269,1427,WH-MUM-S05,5,bottle,275,INR,True
OID00000173,SKU00173,Aashirvaad Raw Rice 2kg,Rice & Staples,Rice,Staples,Aashirvaad,548,3809,191,1575,WH-HYD-S03,8,kg,107,INR,True
OID00000174,SKU00174,Daawat Idli Rice 500ml,Rice & Staples,Rice,Staples,Daawat,897,2570,347,770,WH-CHE-S04,8,kg,97,INR,True
OID00000175,SKU00175,Heritage Yogurt 500ml,Dairy,Milk,Fresh Milk,Heritage,6314,7628,2826,3633,WH-BLR-S02,6,packet,557,INR,True
OID00000176,SKU00176,Bingo Popcorn 200g,Snacks,Chips,Packaged Snacks,Bingo,1303,1579,395,1002,WH-CBE-S01,5,packet,206,INR,True
OID00000177,SKU00177,India Gate Ponni Rice 250ml,Rice & Staples,Rice,Staples,India Gate,6964,6433,2197,3480,WH-BLR-S02,3,kg,172,INR,True
OID00000178,SKU00178,24 Mantra Urad Dal 1L,Pulses,Dal,Staples,24 Mantra,4374,4088,1113,2018,WH-BLR-S02,4,kg,209,INR,True
OID00000179,SKU00179,FarmPick Guava 1L,Fresh Produce,Fruits,Fresh Fruits,FarmPick,5194,6408,2215,3654,WH-HYD-S03,9,kg,44,INR,True
OID00000180,SKU00180,India Gate Sona Masoori 100g,Rice & Staples,Rice,Staples,India Gate,6259,4445,2022,2947,WH-CHE-S04,1,kg,190,INR,True
OID00000181,SKU00181,Balaji Mixture Family Pack,Snacks,Chips,Packaged Snacks,Balaji,902,4447,295,1317,WH-HYD-S03,10,packet,322,INR,True
OID00000182,SKU00182,Green Basket Cabbage 250ml,Fresh Produce,Vegetables,Vegetables,Green Basket,6811,8133,3046,4288,WH-BLR-S02,4,kg,174,INR,True
OID00000183,SKU00183,Dove Bath Soap 1L,Personal Care,Bath & Body,Personal Care,Dove,618,4246,171,953,WH-MUM-S05,8,piece,182,INR,True
OID00000184,SKU00184,Lux Hand Wash 2kg,Personal Care,Bath & Body,Personal Care,Lux,5322,5098,1669,2573,WH-MUM-S05,6,piece,549,INR,True
OID00000185,SKU00185,Colgate Body Lotion 200g,Personal Care,Bath & Body,Personal Care,Colgate,4190,3941,1731,2585,WH-CHE-S04,10,piece,345,INR,True
OID00000186,SKU00186,Nature Fresh Guava 1kg,Fresh Produce,Fruits,Fresh Fruits,Nature Fresh,2475,4746,1097,2381,WH-CBE-S01,10,kg,285,INR,True
OID00000187,SKU00187,Ariel Toilet Cleaner 200g,Home Care,Cleaning,Household,Ariel,5876,6908,1753,3025,WH-BLR-S02,1,bottle,511,INR,True
OID00000188,SKU00188,Milky Mist Butter 1L,Dairy,Milk,Fresh Milk,Milky Mist,3661,6404,1282,2634,WH-CBE-S01,3,packet,561,INR,True
OID00000189,SKU00189,Parle Namkeen Family Pack,Snacks,Chips,Packaged Snacks,Parle,3386,3394,1058,1512,WH-HYD-S03,9,packet,191,INR,True
OID00000190,SKU00190,Tata Tea Energy Drink 2kg,Beverages,Soft Drinks,Cold Beverages,Tata Tea,2319,2341,709,1420,WH-HYD-S03,4,bottle,373,INR,True
OID00000191,SKU00191,Parle Cookies 200g,Snacks,Chips,Packaged Snacks,Parle,4891,3974,2136,2796,WH-MUM-S05,9,packet,204,INR,True
OID00000192,SKU00192,Daawat Ponni Rice 1L,Rice & Staples,Rice,Staples,Daawat,2679,2371,692,953,WH-HYD-S03,8,kg,99,INR,True
OID00000193,SKU00193,Pears Body Lotion 1kg,Personal Care,Bath & Body,Personal Care,Pears,1424,2668,387,1688,WH-CBE-S01,9,piece,261,INR,True
OID00000194,SKU00194,Fresh Farm Papaya 500g,Fresh Produce,Fruits,Fresh Fruits,Fresh Farm,3005,4277,1182,1487,WH-CBE-S01,9,kg,120,INR,True
OID00000195,SKU00195,24 Mantra Moong Dal 100g,Pulses,Dal,Staples,24 Mantra,6492,4800,2874,3631,WH-CBE-S01,10,kg,119,INR,True
OID00000196,SKU00196,Fresh Farm Papaya 500ml,Fresh Produce,Fruits,Fresh Fruits,Fresh Farm,1740,4359,760,934,WH-CHE-S04,3,kg,188,INR,True
OID00000197,SKU00197,FarmPick Kiwi 1L,Fresh Produce,Fruits,Fresh Fruits,FarmPick,5237,3372,1421,2207,WH-MUM-S05,9,kg,292,INR,True
OID00000198,SKU00198,Milky Mist Cheese 1L,Dairy,Milk,Fresh Milk,Milky Mist,1879,2215,773,1550,WH-HYD-S03,3,packet,44,INR,True
OID00000199,SKU00199,Real Lemon Soda 500ml,Beverages,Soft Drinks,Cold Beverages,Real,5304,6551,2234,3164,WH-MUM-S05,6,bottle,64,INR,True
OID00000200,SKU00200,Fresh Farm Onion 2kg,Fresh Produce,Vegetables,Vegetables,Fresh Farm,4211,1960,1325,1933,WH-CHE-S04,4,kg,134,INR,True
OID00000201,SKU00201,Haldiram Protein Bar 250ml,Snacks,Chips,Packaged Snacks,Haldiram,6221,5580,2268,2903,WH-BLR-S02,1,packet,70,INR,True
OID00000202,SKU00202,Milky Mist Lassi 2kg,Dairy,Milk,Fresh Milk,Milky Mist,6063,5405,2449,2789,WH-HYD-S03,10,packet,256,INR,True
OID00000203,SKU00203,Milky Mist Paneer 500ml,Dairy,Milk,Fresh Milk,Milky Mist,4027,4478,1608,2948,WH-MUM-S05,8,packet,580,INR,True
OID00000204,SKU00204,Britannia White Bread Premium,Bakery,Bread,Bakery,Britannia,4604,2721,1562,2402,WH-CBE-S01,1,packet,283,INR,True
OID00000205,SKU00205,Lux Face Wash 1kg,Personal Care,Bath & Body,Personal Care,Lux,2987,2737,1257,2261,WH-MUM-S05,8,piece,123,INR,True
OID00000206,SKU00206,Aashirvaad Chana Dal 100g,Pulses,Dal,Staples,Aashirvaad,1380,3830,486,1521,WH-MUM-S05,8,kg,232,INR,True
OID00000207,SKU00207,FarmPick Grapes 200g,Fresh Produce,Fruits,Fresh Fruits,FarmPick,6988,4665,1751,2297,WH-CBE-S01,7,kg,216,INR,True
OID00000208,SKU00208,Dove Shampoo 500g,Personal Care,Bath & Body,Personal Care,Dove,4167,2742,1068,2005,WH-CHE-S04,6,piece,421,INR,True
OID00000209,SKU00209,Daawat Basmati Rice 250ml,Rice & Staples,Rice,Staples,Daawat,5892,4357,2609,3813,WH-CBE-S01,3,kg,182,INR,True
OID00000210,SKU00210,Amul Milk Family Pack,Dairy,Milk,Fresh Milk,Amul,6494,4260,1653,2364,WH-CHE-S04,9,packet,418,INR,True
OID00000211,SKU00211,Modern Cake 500ml,Bakery,Bread,Bakery,Modern,1570,941,479,810,WH-MUM-S05,1,packet,148,INR,True
OID00000212,SKU00212,FarmPick Tomato 100g,Fresh Produce,Vegetables,Vegetables,FarmPick,3957,2663,1462,1661,WH-CHE-S04,8,kg,79,INR,True
OID00000213,SKU00213,Fresh Farm Watermelon Premium,Fresh Produce,Fruits,Fresh Fruits,Fresh Farm,2669,3377,792,2071,WH-MUM-S05,6,kg,161,INR,True
OID00000214,SKU00214,Amul Ghee Premium,Dairy,Milk,Fresh Milk,Amul,2761,5967,842,2082,WH-BLR-S02,7,packet,599,INR,True
OID00000215,SKU00215,Parle Namkeen 2kg,Snacks,Chips,Packaged Snacks,Parle,2911,2680,1133,2069,WH-CHE-S04,3,packet,285,INR,True
OID00000216,SKU00216,Modern Buns 500ml,Bakery,Bread,Bakery,Modern,6900,4884,2363,2581,WH-CHE-S04,9,packet,296,INR,True
OID00000217,SKU00217,Modern Croissant 250ml,Bakery,Bread,Bakery,Modern,3005,5629,1139,2160,WH-CBE-S01,9,packet,122,INR,True
OID00000218,SKU00218,Aashirvaad Jeera Rice Premium,Rice & Staples,Rice,Staples,Aashirvaad,5239,2370,1351,1600,WH-MUM-S05,4,kg,167,INR,True
OID00000219,SKU00219,Haldiram Potato Chips 1L,Snacks,Chips,Packaged Snacks,Haldiram,2035,4289,890,1230,WH-BLR-S02,10,packet,114,INR,True
OID00000220,SKU00220,Harvest Cake 250ml,Bakery,Bread,Bakery,Harvest,6653,5278,2039,3093,WH-HYD-S03,5,packet,209,INR,True
OID00000221,SKU00221,24 Mantra Toor Dal 250ml,Pulses,Dal,Staples,24 Mantra,6876,7248,3068,4129,WH-BLR-S02,6,kg,140,INR,True
OID00000222,SKU00222,Harpic Air Freshener Premium,Home Care,Cleaning,Household,Harpic,1495,5439,378,1611,WH-MUM-S05,7,bottle,362,INR,True
OID00000223,SKU00223,Bingo Biscuits 250ml,Snacks,Chips,Packaged Snacks,Bingo,4967,5446,2069,3191,WH-HYD-S03,8,packet,338,INR,True
OID00000224,SKU00224,Aashirvaad Urad Dal 500g,Pulses,Dal,Staples,Aashirvaad,1686,3687,468,1687,WH-MUM-S05,1,kg,194,INR,False
OID00000225,SKU00225,FarmPick Tomato 1kg,Fresh Produce,Vegetables,Vegetables,FarmPick,6561,5480,1648,2029,WH-CBE-S01,3,kg,22,INR,True
OID00000226,SKU00226,24 Mantra Toor Dal 1L,Pulses,Dal,Staples,24 Mantra,5361,7124,2024,3386,WH-CHE-S04,1,kg,61,INR,True
OID00000227,SKU00227,India Gate Basmati Rice 100g,Rice & Staples,Rice,Staples,India Gate,4636,4199,1828,3025,WH-MUM-S05,7,kg,90,INR,True
OID00000228,SKU00228,FarmPick Onion 250ml,Fresh Produce,Vegetables,Vegetables,FarmPick,2274,2866,655,1833,WH-HYD-S03,7,kg,40,INR,True
OID00000229,SKU00229,Daawat Jeera Rice 200g,Rice & Staples,Rice,Staples,Daawat,2292,2816,1026,1588,WH-CBE-S01,2,kg,148,INR,True
OID00000230,SKU00230,Colgate Bath Soap 1L,Personal Care,Bath & Body,Personal Care,Colgate,5516,2177,1389,1839,WH-CHE-S04,6,piece,609,INR,True
OID00000231,SKU00231,FarmPick Tomato 2kg,Fresh Produce,Vegetables,Vegetables,FarmPick,2182,3844,637,1897,WH-CBE-S01,2,kg,91,INR,True
OID00000232,SKU00232,Lizol Toilet Cleaner 500g,Home Care,Cleaning,Household,Lizol,2876,3656,728,1252,WH-CHE-S04,2,bottle,366,INR,True
OID00000233,SKU00233,Harvest Muffin 500g,Bakery,Bread,Bakery,Harvest,5846,4860,2509,3288,WH-CBE-S01,9,packet,202,INR,True
OID00000234,SKU00234,India Gate Basmati Rice Premium,Rice & Staples,Rice,Staples,India Gate,3090,6414,1146,2503,WH-CHE-S04,6,kg,52,INR,True
OID00000235,SKU00235,24 Mantra Moong Dal 500g,Pulses,Dal,Staples,24 Mantra,3214,3794,1158,2026,WH-MUM-S05,7,kg,81,INR,True
OID00000236,SKU00236,Real Orange Soda 500g,Beverages,Soft Drinks,Cold Beverages,Real,972,4088,295,1173,WH-CHE-S04,6,bottle,204,INR,True
OID00000237,SKU00237,FarmPick Guava 200g,Fresh Produce,Fruits,Fresh Fruits,FarmPick,3248,2157,1306,1615,WH-BLR-S02,7,kg,269,INR,True
OID00000238,SKU00238,Colgate Shampoo Premium,Personal Care,Bath & Body,Personal Care,Colgate,515,1753,137,1372,WH-MUM-S05,6,piece,424,INR,False
OID00000239,SKU00239,Daawat Basmati Rice Family Pack,Rice & Staples,Rice,Staples,Daawat,6237,5622,2683,3280,WH-BLR-S02,7,kg,88,INR,True
OID00000240,SKU00240,Paper Boat Green Tea 500ml,Beverages,Soft Drinks,Cold Beverages,Paper Boat,1495,2512,392,1382,WH-HYD-S03,8,bottle,420,INR,True
OID00000241,SKU00241,Real Green Tea 500g,Beverages,Soft Drinks,Cold Beverages,Real,5164,3402,1927,2964,WH-HYD-S03,1,bottle,222,INR,True
OID00000242,SKU00242,Ariel Dishwash Liquid Premium,Home Care,Cleaning,Household,Ariel,3906,6660,1237,2670,WH-BLR-S02,5,bottle,388,INR,True
OID00000243,SKU00243,Modern Cake 1L,Bakery,Bread,Bakery,Modern,1755,2723,777,1530,WH-MUM-S05,4,packet,191,INR,True
OID00000244,SKU00244,Daawat Basmati Rice Family Pack,Rice & Staples,Rice,Staples,Daawat,4919,3379,1426,2643,WH-CBE-S01,8,kg,226,INR,True
OID00000245,SKU00245,Pepsi Coffee 1kg,Beverages,Soft Drinks,Cold Beverages,Pepsi,5813,4670,2033,3430,WH-HYD-S03,3,bottle,386,INR,True
OID00000246,SKU00246,India Gate Idli Rice Family Pack,Rice & Staples,Rice,Staples,India Gate,5198,4905,1797,2717,WH-CHE-S04,9,kg,54,INR,True
OID00000247,SKU00247,Balaji Protein Bar 1kg,Snacks,Chips,Packaged Snacks,Balaji,5527,5864,2392,2715,WH-HYD-S03,3,packet,341,INR,True
OID00000248,SKU00248,Ariel Dishwash Liquid 2kg,Home Care,Cleaning,Household,Ariel,6822,2816,2292,2413,WH-BLR-S02,9,bottle,591,INR,True
OID00000249,SKU00249,Harpic Detergent Family Pack,Home Care,Cleaning,Household,Harpic,3364,5005,1104,2595,WH-BLR-S02,6,bottle,85,INR,True
OID00000250,SKU00250,Nescafe Orange Soda 2kg,Beverages,Soft Drinks,Cold Beverages,Nescafe,1250,2336,520,910,WH-HYD-S03,8,bottle,421,INR,True
OID00000251,SKU00251,24 Mantra Chana Dal 200g,Pulses,Dal,Staples,24 Mantra,1099,2703,371,1397,WH-HYD-S03,1,kg,89,INR,False
OID00000252,SKU00252,Lays Nachos 500g,Snacks,Chips,Packaged Snacks,Lays,6366,4619,1902,2359,WH-HYD-S03,9,packet,228,INR,True
OID00000253,SKU00253,Modern Buns 100g,Bakery,Bread,Bakery,Modern,1826,3295,690,1675,WH-MUM-S05,4,packet,255,INR,True
OID00000254,SKU00254,India Gate Raw Rice 200g,Rice & Staples,Rice,Staples,India Gate,2059,3191,599,827,WH-MUM-S05,3,kg,138,INR,True
OID00000255,SKU00255,Aashirvaad Urad Dal 250ml,Pulses,Dal,Staples,Aashirvaad,5794,7584,2448,3628,WH-MUM-S05,7,kg,216,INR,True
OID00000256,SKU00256,Green Basket Cabbage 2kg,Fresh Produce,Vegetables,Vegetables,Green Basket,4050,5882,1512,2991,WH-MUM-S05,10,kg,41,INR,True
OID00000257,SKU00257,Lays Murukku 500g,Snacks,Chips,Packaged Snacks,Lays,2801,4469,765,1629,WH-MUM-S05,7,packet,224,INR,True
OID00000258,SKU00258,Ariel Detergent 500g,Home Care,Cleaning,Household,Ariel,1821,4672,632,1832,WH-MUM-S05,3,bottle,561,INR,True
OID00000259,SKU00259,Heritage Buttermilk 100g,Dairy,Milk,Fresh Milk,Heritage,5374,6134,1401,2236,WH-CHE-S04,3,packet,229,INR,True
OID00000260,SKU00260,Closeup Face Cream 1L,Personal Care,Bath & Body,Personal Care,Closeup,3651,5271,1412,2363,WH-CHE-S04,3,piece,114,INR,True
OID00000261,SKU00261,Modern Brown Bread 1L,Bakery,Bread,Bakery,Modern,2551,2131,752,1443,WH-MUM-S05,8,packet,286,INR,True
OID00000262,SKU00262,Green Basket Okra 1L,Fresh Produce,Vegetables,Vegetables,Green Basket,3305,4481,1184,1369,WH-MUM-S05,4,kg,128,INR,True
OID00000263,SKU00263,Modern Brown Bread 200g,Bakery,Bread,Bakery,Modern,3984,3281,1205,1483,WH-BLR-S02,4,packet,204,INR,True
OID00000264,SKU00264,Ariel Toilet Cleaner 1kg,Home Care,Cleaning,Household,Ariel,5347,5340,1485,2008,WH-CBE-S01,10,bottle,419,INR,True
OID00000265,SKU00265,Vim Toilet Cleaner Premium,Home Care,Cleaning,Household,Vim,2951,3199,1315,2014,WH-HYD-S03,9,bottle,157,INR,True
OID00000266,SKU00266,India Gate Sona Masoori 500g,Rice & Staples,Rice,Staples,India Gate,5673,2955,1562,1933,WH-HYD-S03,4,kg,239,INR,True
OID00000267,SKU00267,Daawat Ponni Rice 500ml,Rice & Staples,Rice,Staples,Daawat,5030,4974,1893,3278,WH-CHE-S04,2,kg,207,INR,True
OID00000268,SKU00268,Green Basket Okra 1L,Fresh Produce,Vegetables,Vegetables,Green Basket,6442,4685,1968,2823,WH-HYD-S03,10,kg,20,INR,True
OID00000269,SKU00269,FarmPick Brinjal 200g,Fresh Produce,Vegetables,Vegetables,FarmPick,5500,6420,2105,2938,WH-MUM-S05,7,kg,75,INR,True
OID00000270,SKU00270,Modern Rusk Premium,Bakery,Bread,Bakery,Modern,2944,4255,1223,2014,WH-BLR-S02,10,packet,273,INR,True
OID00000271,SKU00271,Fresh Farm Banana 200g,Fresh Produce,Fruits,Fresh Fruits,Fresh Farm,5429,3315,2208,3249,WH-BLR-S02,8,kg,273,INR,False
OID00000272,SKU00272,India Gate Raw Rice 2kg,Rice & Staples,Rice,Staples,India Gate,1380,1957,588,1306,WH-CBE-S01,6,kg,109,INR,True
OID00000273,SKU00273,Aavin Ghee 200g,Dairy,Milk,Fresh Milk,Aavin,5424,4024,1687,2266,WH-CBE-S01,1,packet,248,INR,True
OID00000274,SKU00274,Amul Lassi 250ml,Dairy,Milk,Fresh Milk,Amul,5870,4955,1990,2106,WH-CBE-S01,7,packet,165,INR,True
OID00000275,SKU00275,Modern White Bread 250ml,Bakery,Bread,Bakery,Modern,6286,4178,2584,2895,WH-HYD-S03,3,packet,220,INR,True
OID00000276,SKU00276,Amul Curd 500g,Dairy,Milk,Fresh Milk,Amul,4645,5695,1684,3033,WH-CHE-S04,6,packet,248,INR,True
OID00000277,SKU00277,Milky Mist Cream 200g,Dairy,Milk,Fresh Milk,Milky Mist,5924,2904,2005,2549,WH-BLR-S02,2,packet,633,INR,True
OID00000278,SKU00278,Parle Cookies 200g,Snacks,Chips,Packaged Snacks,Parle,6780,5191,1884,2551,WH-BLR-S02,9,packet,317,INR,True
OID00000279,SKU00279,Surf Excel Air Freshener 2kg,Home Care,Cleaning,Household,Surf Excel,519,5252,217,1665,WH-BLR-S02,9,bottle,681,INR,True
OID00000280,SKU00280,Daawat Raw Rice 500ml,Rice & Staples,Rice,Staples,Daawat,747,2920,303,893,WH-CBE-S01,4,kg,172,INR,True
OID00000281,SKU00281,FarmPick Tomato Premium,Fresh Produce,Vegetables,Vegetables,FarmPick,3258,3377,1423,1793,WH-CHE-S04,6,kg,159,INR,True
OID00000282,SKU00282,Aashirvaad Toor Dal 100g,Pulses,Dal,Staples,Aashirvaad,5111,2865,1346,1982,WH-CBE-S01,7,kg,189,INR,True
OID00000283,SKU00283,Mamaearth Sanitary Pads Family Pack,Personal Care,Bath & Body,Personal Care,Mamaearth,3769,4362,1471,1739,WH-MUM-S05,10,piece,186,INR,True
OID00000284,SKU00284,Pepsi Tea Powder 250ml,Beverages,Soft Drinks,Cold Beverages,Pepsi,1964,3488,873,1291,WH-CHE-S04,10,bottle,344,INR,True
OID00000285,SKU00285,Green Basket Cauliflower 1kg,Fresh Produce,Vegetables,Vegetables,Green Basket,6279,3592,2767,3355,WH-CBE-S01,7,kg,49,INR,True
OID00000286,SKU00286,Lizol Dishwash Liquid 100g,Home Care,Cleaning,Household,Lizol,5756,3240,2292,2751,WH-BLR-S02,1,bottle,227,INR,True
OID00000287,SKU00287,Balaji Namkeen 250ml,Snacks,Chips,Packaged Snacks,Balaji,6714,4095,2782,3412,WH-BLR-S02,5,packet,70,INR,True
OID00000288,SKU00288,FarmPick Papaya Premium,Fresh Produce,Fruits,Fresh Fruits,FarmPick,2528,4451,896,1534,WH-CBE-S01,8,kg,273,INR,True
OID00000289,SKU00289,FarmPick Kiwi 200g,Fresh Produce,Fruits,Fresh Fruits,FarmPick,1667,4328,539,1161,WH-MUM-S05,2,kg,156,INR,True
OID00000290,SKU00290,Fresh Farm Apple 500g,Fresh Produce,Fruits,Fresh Fruits,Fresh Farm,2303,3009,596,1441,WH-BLR-S02,1,kg,323,INR,True
OID00000291,SKU00291,India Gate Sona Masoori 200g,Rice & Staples,Rice,Staples,India Gate,2333,2643,777,1532,WH-MUM-S05,6,kg,75,INR,True
OID00000292,SKU00292,Fresh Farm Mango 500ml,Fresh Produce,Fruits,Fresh Fruits,Fresh Farm,6889,6533,2432,2626,WH-CBE-S01,8,kg,184,INR,True
OID00000293,SKU00293,Bru Orange Soda 2kg,Beverages,Soft Drinks,Cold Beverages,Bru,4830,3324,1648,2503,WH-MUM-S05,5,bottle,398,INR,True
OID00000294,SKU00294,24 Mantra Masoor Dal Family Pack,Pulses,Dal,Staples,24 Mantra,4341,5451,1951,2451,WH-BLR-S02,3,kg,61,INR,True
OID00000295,SKU00295,Fresh Farm Watermelon 250ml,Fresh Produce,Fruits,Fresh Fruits,Fresh Farm,3137,5197,1183,1302,WH-CBE-S01,7,kg,197,INR,True
OID00000296,SKU00296,Lux Sanitary Pads 2kg,Personal Care,Bath & Body,Personal Care,Lux,4330,5219,1914,2305,WH-CBE-S01,1,piece,267,INR,True
OID00000297,SKU00297,Colgate Hand Wash 200g,Personal Care,Bath & Body,Personal Care,Colgate,4055,4455,1804,2077,WH-MUM-S05,3,piece,433,INR,True
OID00000298,SKU00298,Lizol Detergent 2kg,Home Care,Cleaning,Household,Lizol,5726,4313,2535,3119,WH-HYD-S03,7,bottle,394,INR,True
OID00000299,SKU00299,Real Orange Soda 500g,Beverages,Soft Drinks,Cold Beverages,Real,1960,2286,543,1840,WH-CBE-S01,3,bottle,250,INR,True
OID00000300,SKU00300,India Gate Jeera Rice 2kg,Rice & Staples,Rice,Staples,India Gate,3235,3808,1432,1957,WH-CHE-S04,5,kg,75,INR,True
OID00000301,SKU00301,Coca-Cola Energy Drink 250ml,Beverages,Soft Drinks,Cold Beverages,Coca-Cola,2985,5408,834,1442,WH-CHE-S04,9,bottle,45,INR,True
OID00000302,SKU00302,Sprite Cola Family Pack,Beverages,Soft Drinks,Cold Beverages,Sprite,3612,5822,1520,2758,WH-BLR-S02,2,bottle,256,INR,True
OID00000303,SKU00303,Aavin Milk 1kg,Dairy,Milk,Fresh Milk,Aavin,805,1424,334,889,WH-CHE-S04,6,packet,116,INR,True
OID00000304,SKU00304,Pepsi Cola 500g,Beverages,Soft Drinks,Cold Beverages,Pepsi,828,3477,239,1661,WH-CBE-S01,6,bottle,82,INR,False
OID00000305,SKU00305,Aashirvaad Moong Dal 100g,Pulses,Dal,Staples,Aashirvaad,5001,4623,1683,2591,WH-CHE-S04,7,kg,104,INR,True
OID00000306,SKU00306,Heritage Cheese Premium,Dairy,Milk,Fresh Milk,Heritage,3953,4371,1686,1856,WH-MUM-S05,4,packet,332,INR,True
OID00000307,SKU00307,Colgate Bath Soap 1kg,Personal Care,Bath & Body,Personal Care,Colgate,1018,2409,311,692,WH-MUM-S05,4,piece,586,INR,True
OID00000308,SKU00308,Aashirvaad Sona Masoori Premium,Rice & Staples,Rice,Staples,Aashirvaad,4229,4018,1517,2609,WH-MUM-S05,6,kg,144,INR,True
OID00000309,SKU00309,FarmPick Kiwi 1L,Fresh Produce,Fruits,Fresh Fruits,FarmPick,2094,1449,535,1210,WH-MUM-S05,6,kg,339,INR,True
OID00000310,SKU00310,Aavin Butter 100g,Dairy,Milk,Fresh Milk,Aavin,5681,6229,1694,2886,WH-BLR-S02,10,packet,427,INR,True
OID00000311,SKU00311,Amul Butter Premium,Dairy,Milk,Fresh Milk,Amul,5153,6192,1615,2449,WH-CBE-S01,6,packet,611,INR,True
OID00000312,SKU00312,Harpic Detergent 200g,Home Care,Cleaning,Household,Harpic,4741,2737,1478,2582,WH-CBE-S01,4,bottle,676,INR,True
OID00000313,SKU00313,Colgate Bath Soap 500g,Personal Care,Bath & Body,Personal Care,Colgate,3017,5123,1308,1820,WH-HYD-S03,3,piece,361,INR,True
OID00000314,SKU00314,Amul Curd 500ml,Dairy,Milk,Fresh Milk,Amul,4611,3724,1946,2194,WH-MUM-S05,2,packet,374,INR,True
OID00000315,SKU00315,Amul Ghee 250ml,Dairy,Milk,Fresh Milk,Amul,6786,6320,2564,3661,WH-BLR-S02,9,packet,395,INR,True
OID00000316,SKU00316,Harpic Detergent 500g,Home Care,Cleaning,Household,Harpic,2813,2340,1116,1819,WH-CBE-S01,10,bottle,460,INR,True
OID00000317,SKU00317,Lizol Toilet Cleaner Premium,Home Care,Cleaning,Household,Lizol,5234,3897,1641,2993,WH-CBE-S01,8,bottle,204,INR,True
OID00000318,SKU00318,Fresh Farm Cabbage 250ml,Fresh Produce,Vegetables,Vegetables,Fresh Farm,2917,4473,827,1108,WH-CHE-S04,1,kg,87,INR,True
OID00000319,SKU00319,Green Basket Beans 500ml,Fresh Produce,Vegetables,Vegetables,Green Basket,6747,2131,1832,1934,WH-CHE-S04,7,kg,62,INR,True
OID00000320,SKU00320,24 Mantra Urad Dal Premium,Pulses,Dal,Staples,24 Mantra,4773,5862,1551,2632,WH-BLR-S02,3,kg,175,INR,True
OID00000321,SKU00321,FarmPick Apple 250ml,Fresh Produce,Fruits,Fresh Fruits,FarmPick,2910,1496,879,1193,WH-BLR-S02,7,kg,122,INR,True
OID00000322,SKU00322,Dove Hand Wash 100g,Personal Care,Bath & Body,Personal Care,Dove,5166,6282,2309,3397,WH-CHE-S04,3,piece,474,INR,True
OID00000323,SKU00323,Green Basket Carrot Family Pack,Fresh Produce,Vegetables,Vegetables,Green Basket,1856,4806,615,1849,WH-HYD-S03,5,kg,96,INR,True
OID00000324,SKU00324,FarmPick Kiwi 250ml,Fresh Produce,Fruits,Fresh Fruits,FarmPick,4802,2644,2007,2421,WH-CBE-S01,7,kg,84,INR,True
OID00000325,SKU00325,Ariel Toilet Cleaner 2kg,Home Care,Cleaning,Household,Ariel,1094,3342,279,728,WH-CBE-S01,8,bottle,178,INR,True
OID00000326,SKU00326,Daawat Idli Rice 500ml,Rice & Staples,Rice,Staples,Daawat,5715,5373,1731,3145,WH-BLR-S02,6,kg,142,INR,True
OID00000327,SKU00327,Aashirvaad Urad Dal 2kg,Pulses,Dal,Staples,Aashirvaad,3902,5329,1338,1901,WH-MUM-S05,1,kg,98,INR,True
OID00000328,SKU00328,Fresh Farm Cabbage Family Pack,Fresh Produce,Vegetables,Vegetables,Fresh Farm,6920,4717,2479,3786,WH-CBE-S01,7,kg,153,INR,True
OID00000329,SKU00329,Himalaya Face Cream 200g,Personal Care,Bath & Body,Personal Care,Himalaya,4991,4426,2127,3202,WH-CHE-S04,1,piece,544,INR,True
OID00000330,SKU00330,Mamaearth Face Wash 500g,Personal Care,Bath & Body,Personal Care,Mamaearth,1285,2292,565,1584,WH-BLR-S02,4,piece,159,INR,False
OID00000331,SKU00331,FarmPick Cauliflower Premium,Fresh Produce,Vegetables,Vegetables,FarmPick,1954,2867,878,2262,WH-HYD-S03,6,kg,37,INR,True
